id,chunk_id,label,statement,context,label_reason,subject_tags,chapter,chapter_title
101426,128,barely-true,Transformers replaced autoregressive models for all sequence generation tasks due to superior long-range context handling.,model architecture comparison (Transformer vs autoregressive models),Overstates claim: passage credits Transformers for better long-range dependencies but doesn't claim complete replacement or superiority for every sequence task.,"generative-ai,diffusion,gans",7,Generative AI
101427,128,mostly-true,The Transformer surpassed autoregressive models for long-range context understanding in language tasks.,architecture shift to Transformer for long passages,"Passage explains Transformers addressed broader context and dependencies beyond token-by-token autoregression, omitting specific benchmarks.","generative-ai,diffusion,gans",7,Generative AI
101428,77,half-true,Autoencoders always reconstruct inputs perfectly by compressing only the essential features.,autoencoder concept in neural-networks,Mixes correct idea of compressing core features with incorrect claim of perfect reconstruction; overstates typical capability.,"neural-networks,cnn,transformers",6,Neuron Building Blocks
101429,77,half-true,An autoencoder reliably compresses data and always reconstructs the original perfectly.,autoencoder concept in neural-networks compression and reconstruction,"Accurate that autoencoders learn compression and reconstruction, but claiming perfect, always-faithful reconstruction is incorrect.","neural-networks,cnn,transformers",6,Neuron Building Blocks
101430,77,FALSE,Autoencoders always preserve every important feature without any information loss during compression.,autoencoder concept in neural-networks and representation learning,Contradicts passage implication and autoencoder theory: compression typically loses surface details and may omit some features.,"neural-networks,cnn,transformers",6,Neuron Building Blocks
101431,52,half-true,GAN training imbalance can be fixed by tuning schedules so generator and discriminator improve comparably.,training schedule and GAN discriminator-generator balance,"Mixes correct remedy with oversimplification; omits other causes like initialization, activations, or loss functions.","generative-ai,diffusion,gans",7,Generative AI
101432,52,half-true,GAN training often requires careful tuning because generator-discriminator imbalance causes learning difficulties.,GAN training schedule and discriminator dynamics,"Accurately notes imbalance harms learning, but omits specific causes like vanishing/exploding gradients and initialization.","generative-ai,diffusion,gans",7,Generative AI
101433,52,TRUE,Careful training schedule tuning helps balance generator and discriminator learning in GANs.,GAN training schedule and discriminator-generator balance,"Passage states tuning the training schedule ensures both networks improve at comparable pace, addressing imbalance.","generative-ai,diffusion,gans",7,Generative AI
101434,0,mostly-true,"PyTorch, TensorFlow, and Keras together form the primary open-source frameworks used in modern deep learning.","open-source frameworks (PyTorch, TensorFlow, Keras) for deep learning","Passage states these three libraries power many AI applications and are widely adopted, minor nuance about other frameworks omitted.","deep-learning,frameworks,tensors",5,Deep Learning
101435,0,mostly-true,"PyTorch, TensorFlow, and Keras are widely adopted open-source frameworks powering modern deep learning applications.","Deep Three frameworks (PyTorch, TensorFlow, Keras) examples and tools","Text explicitly names these three as widely adopted, essential tools powering many AI applications; minor nuance about other libraries omitted.","deep-learning,frameworks,tensors",5,Deep Learning
101436,0,FALSE,All modern deep learning relies exclusively on a single framework for tensor operations.,"open-source frameworks PyTorch, TensorFlow, Keras","Contradicts passage which presents PyTorch, TensorFlow, and Keras as multiple widely adopted frameworks.","deep-learning,frameworks,tensors",5,Deep Learning
101437,43,barely-true,AI-generated labels are generally reliable enough to skip validation in most datasets.,dataset labeling and validation for data-prep,Overstates reliability contrary to passage warning that AI labels are not always reliable and require validation.,"data-prep,feature-engineering,rag",3,Prepping Data for AI
101438,43,TRUE,AI-generated labels should be validated and handled cautiously during data cleaning.,data-cleaning plan for datasets with AI-generated labels,Passage advises validating unreliable AI-generated labels and exercising caution during cleaning.,"data-prep,feature-engineering,rag",3,Prepping Data for AI
101439,43,pants-fire,AI-generated labels are always accurate and require no validation before use.,data-cleaning with AI-generated labels and dataset validation,Contradicts passage warning that AI labels are unreliable and must be validated before use.,"data-prep,feature-engineering,rag",3,Prepping Data for AI
101440,156,half-true,Generative AI chatbots always retain only the six most recent exchanges in conversation history.,"chatbot conversation history, decoding output tokens",Passage says one program kept six exchanges; generalizing to all chatbots mixes correct detail with overbroad assumption.,"generative-ai,diffusion,gans",7,Generative AI
101441,156,barely-true,The chatbot retains only six recent exchanges of conversation history for context.,conversation history retention in generative AI chatbot,Passage explicitly states retaining only the six most recent exchanges; accurate but narrow claim.,"generative-ai,diffusion,gans",7,Generative AI
101442,156,pants-fire,Generative AI always stores full conversation history indefinitely for perfect recall.,conversation history retention in chatbot (six most recent exchanges),"Directly contradicts retention detail: only the six most recent exchanges are kept, not indefinite storage.","generative-ai,diffusion,gans",7,Generative AI
101443,34,pants-fire,Bidirectional RNNs halve computation compared to unidirectional RNNs.,"bidirectional RNNs, LSTM, GRU memory mechanisms","Directly contradicts passage stating bidirectional models double computation, not halve it.","neural-networks,cnn,transformers",6,Neuron Building Blocks
101444,34,TRUE,LSTM and GRU add gating mechanisms to RNNs to address memory loss over long spans.,"recurrent neural networks (LSTM, GRU) memory mechanisms","Passage states LSTM and GRU add gates that decide what to keep, update, or discard, improving long-span retention.","neural-networks,cnn,transformers",6,Neuron Building Blocks
101445,34,barely-true,LSTMs and GRUs make RNNs effectively as powerful as transformers for long-range dependencies.,LSTM and GRU gating mechanisms in recurrent neural networks,"Overreaches: gates help memory, but transformers use attention and often outperform RNNs on long-range tasks; claim lacks supporting evidence.","neural-networks,cnn,transformers",6,Neuron Building Blocks
101446,31,mostly-true,RNN hidden states carry forward temporal context to help models learn sequence patterns.,"RNN cell hidden state in sequential models (language, time series)",Accurately reflects described mechanism of passing hidden state each step; minor caveat about specific RNN variants omitted.,"neural-networks,cnn,transformers",6,Neuron Building Blocks
101447,31,FALSE,Recurrent networks never use the previous hidden state when processing sequential inputs.,RNN cell hidden state in sequential models,Contradicts passage that RNN cells receive and use the previous hidden state to form a new state for context.,"neural-networks,cnn,transformers",6,Neuron Building Blocks
101448,31,FALSE,RNN hidden states are discarded after each step and do not carry information forward.,hidden state in RNN cell for sequences,Passage explains hidden state carries information forward across steps; statement directly contradicts that detail.,"neural-networks,cnn,transformers",6,Neuron Building Blocks
101449,91,TRUE,Partial filtering can meaningfully reduce risk when integrated into a security gateway.,fine-tuned model from Listing 7-1 integrated into security gateway,"Passage explicitly says partial filtering allows pausing, review, and routing before sensitive exposure and supports drop-in integration.","security,red-team,guardrails",8,Breaking-Securing AI
101450,91,pants-fire,The fine-tuned model always prevents any adversarial prompt from reaching sensitive data.,"fine-tuned model, 0.7 threshold security gateway",Contradicts explicit recommendation to test thresholds and retrain; claim asserts absolute prevention.,"security,red-team,guardrails",8,Breaking-Securing AI
101451,91,mostly-true,A partly filtered model can be integrated into security gateways to mitigate risky inputs with minor tuning.,fine-tuned model integrated as drop-in component to security gateway,Passage supports drop-in integration and partial filtering value but omits need for extensive testing and threshold tuning.,"security,red-team,guardrails",8,Breaking-Securing AI
101452,62,FALSE,"Generative AI alone ensures complete, reliable datasets without additional validation.",data quality workflow involving Generative AI and normalization,"Passage states Generative AI fills gaps but still requires validation, outlier checks, and correlation exploration.","data-prep,feature-engineering,rag",3,Prepping Data for AI
101453,62,barely-true,Generative AI can fully replace validation and outlier checks in data quality pipelines.,data quality and Generative AI in dataset preparation,Overreaches the passage: it mentions filling gaps with Generative AI but says validation and outlier checks are still needed.,"data-prep,feature-engineering,rag",3,Prepping Data for AI
101454,62,mostly-true,Normalizing and validating datasets improves reliability despite generative filling being only a partial solution.,"data preprocessing for dataset quality (normalization, Generative AI fill)",Supports that normalization and validation increase dataset reliability while noting generative gap; minor caveat about outlier handling omitted.,"data-prep,feature-engineering,rag",3,Prepping Data for AI
101455,110,FALSE,Gradient Boosting performed worse than Logistic Regression on the classification task.,"model comparison for accuracy (Gradient Boosting, Logistic Regression, LinearSVC)",Contradicts passage which states Gradient Boosting consistently delivered the best accuracy.,"machine-learning,classification,evaluation",4,Classical Machine Learning
101456,110,FALSE,Logistic Regression outperformed Gradient Boosting in accuracy on the classification task.,"model comparison involving Logistic Regression, Gradient Boosting, LinearSVC accuracy",Contradicts passage saying Gradient Boosting consistently delivered the best accuracy; reverses key result.,"machine-learning,classification,evaluation",4,Classical Machine Learning
101457,110,TRUE,Gradient Boosting achieved the highest accuracy for the described classification task.,"model comparison among Logistic Regression, LinearSVC, Gradient Boosting",Passage explicitly reports Gradient Boosting consistently delivered the best accuracy versus Logistic Regression and LinearSVC.,"machine-learning,classification,evaluation",4,Classical Machine Learning
101458,56,half-true,Label smoothing and input noise partially stabilize GAN training but don't guarantee convergence.,"GAN training stability techniques (label smoothing, input noise, gradient penalties)",Correct that those techniques help but overstates outcome: they improve stability yet don't ensure convergence or full prevention of mode collapse.,"generative-ai,diffusion,gans",7,Generative AI
101459,56,FALSE,Spectral normalization increases the Discriminator's capacity to learn more complex features.,spectral normalization in GANs (Discriminator weight scaling),"Contradicts passage: spectral normalization limits model capacity by scaling weight matrices, not increasing it.","generative-ai,diffusion,gans",7,Generative AI
101460,56,barely-true,Label smoothing alone reliably guarantees GAN training convergence across architectures.,training stability techniques like label smoothing and spectral normalization,Overstates effect: passage lists label smoothing among techniques but not as a sole guarantee.,"generative-ai,diffusion,gans",7,Generative AI
101461,16,FALSE,Robby found no CONTRIBUTING.md and thus the project was clearly unwelcoming to contributors.,project CONTRIBUTING.md and contributor-friendly evaluation,Contradicts passage which says the project was welcoming and recommends looking for CONTRIBUTING.md as a positive sign.,"open-source,community,contribution",13,Commit to Contribute
101462,16,TRUE,Open-source projects often include a CONTRIBUTING.md to guide new contributors.,evaluating contributor-friendly projects using CONTRIBUTING.md,Passage explicitly recommends looking for a CONTRIBUTING.md as contribution guidance.,"open-source,community,contribution",13,Commit to Contribute
101463,16,barely-true,All newcomer-friendly open-source projects always include a CONTRIBUTING.md file for guidance.,evaluating contributor-friendly projects using CONTRIBUTING.md guidance,"Overreaches: guidance suggests CONTRIBUTING.md is useful, not that all newcomer-friendly projects include one.","open-source,community,contribution",13,Commit to Contribute
101464,65,pants-fire,"Carefully chosen 1,000 examples always outperform much larger datasets for model training.",LIMA example about dataset size and representative examples,Passage says LIMA found equivalence in one case; claiming universal superiority contradicts that specific limitation.,"data-prep,feature-engineering,rag",3,Prepping Data for AI
101465,65,half-true,A thousand carefully chosen examples always match larger datasets for model performance.,"training dataset, LIMA paper, few-shot alignment",Correctly cites LIMA's result but overgeneralizes to 'always' and to all models and tasks.,"data-prep,feature-engineering,rag",3,Prepping Data for AI
101466,65,half-true,"A 1,000-example training set can match larger datasets if examples are carefully chosen.",training dataset representativeness; LIMA paper example,"Correctly cites LIMA's finding but omits nuances about task scope, selection method, and generalizability.","data-prep,feature-engineering,rag",3,Prepping Data for AI
101467,10,TRUE,Google Colab provides free GPU access that facilitates training larger models.,using Google Colab cloud notebooks with GPUs,"Passage states Colab offers free GPUs (and sometimes TPUs), enabling training larger or more complex models.","ai,tool-chain,notebooks",2,AI Survival Kit
101468,10,pants-fire,The passage claims Colab runs entirely offline without internet or cloud resources.,Google Colab cloud-based Jupyter environment; GPUs,Contradicts explicit cloud-based description and free GPU access; asserts offline operation.,"ai,tool-chain,notebooks",2,AI Survival Kit
101469,10,half-true,Google Colab provides free GPU access but not guaranteed or consistently powerful hardware.,Google Colab cloud-based Jupyter alternative with GPU/TPU access,"Passage claims free GPU (and occasional TPU) access, but omits variability, limits, and availability guarantees.","ai,tool-chain,notebooks",2,AI Survival Kit
101470,48,mostly-true,A small SimpleRNN model can be trained on a single short string to predict next characters.,character-level RNN example using TensorFlow SimpleRNN,Example code shows training on one input string with an Embedding and SimpleRNN to predict next characters; minor caveat: limited generalization.,"neural-networks,cnn,transformers",6,Neuron Building Blocks
101471,48,half-true,A tiny RNN trained on a single short string reliably learns long-range dependencies in text.,character-level RNN example using tf.keras SimpleRNN and ipywidgets,Accurate about RNN training on one string but overstates capability: model and data size prevent learning long-range dependencies reliably.,"neural-networks,cnn,transformers",6,Neuron Building Blocks
101472,48,TRUE,A SimpleRNN model is trained to predict the next character from a short user-provided string.,character-level RNN example using TensorFlow and ipywidgets,"Code shows preprocessing, Embedding, SimpleRNN, Dense softmax, and training on the input string.","neural-networks,cnn,transformers",6,Neuron Building Blocks
101473,52,mostly-true,Clément Delangue emphasizes expanding open-source tools to empower millions of AI builders.,open-source developer base and Hugging Face tools,"Supports predictions and ambition to empower 7 million builders and promote openness, omitting implementation details.","open-source,community,ai",0,Foreword – Robo Interviews Clément Delangue
101474,52,mostly-true,Clément Delangue argues open-source tools will empower millions of AI builders and broaden participation.,LinkedIn prediction and Business Insider quotes about open-source and participation,"Broadly supported by cited predictions and vision for openness, omits specifics like the 7 million target.","open-source,community,ai",0,Foreword – Robo Interviews Clément Delangue
101475,52,half-true,Clément Delangue praised open-source expansion but overstated immediate developer reach and timelines.,open-source developer base and Hugging Face community,Mixes accurate support for open-source ambition with inflated claims about empowering seven million builders immediately.,"open-source,community,ai",0,Foreword – Robo Interviews Clément Delangue
101476,97,TRUE,"The Hugging Face Hub hosts model cards documenting model purpose, training, and limitations.",model cards on Hugging Face Hub,"Hub integration and many models with cards directly support transparency about training, data, and limits.","mlops,scaling,deployment",10,AI At Scale
101477,97,FALSE,All models on the Hugging Face Hub include model cards describing training data and limits.,"Hugging Face Hub model cards, open source models","Contradicts passage: Hub supports model cards but many, not all, models include them.","mlops,scaling,deployment",10,AI At Scale
101478,97,mostly-true,"Many open-source models on Hugging Face include model cards describing training, data, and limits.",Hugging Face Hub model cards for fine-tuned models,"Hub hosts over a million models and explicitly supports model cards, so claim is broadly accurate with minor nuance omitted.","mlops,scaling,deployment",10,AI At Scale
101479,204,TRUE,Convolutional neural networks excel at recognizing visual patterns in image-based classification tasks.,CNNs for image data and classification output layer,Passage explicitly states CNNs are designed for image data and excel at recognizing visual patterns.,"deep-learning,frameworks,tensors",5,Deep Learning
101480,204,barely-true,CNNs are always the optimal choice for defect classification on all image datasets.,CNNs; image data; optimizer Adam,Overreaches claim: passage states CNNs excel with images but doesn't claim they are universally optimal across datasets.,"deep-learning,frameworks,tensors",5,Deep Learning
101481,204,FALSE,A recurrent neural network is ideal for image-based defect detection tasks.,CNNs and Adam optimizer for image defect classification,"Contradicts passage specifying CNNs are designed for image data, not RNNs for visual tasks.","deep-learning,frameworks,tensors",5,Deep Learning
101482,108,FALSE,The Colab snippet automatically encrypts Hugging Face tokens before storage.,Colab secrets panel / HF_TOKEN environment variable,"Contradicts snippet: code merely loads and checks HF_TOKEN, not performing encryption or secure storage.","ai,tool-chain,notebooks",2,AI Survival Kit
101483,108,mostly-true,The passage says Colab code securely loads a Hugging Face token for reuse in projects.,Colab snippet setting HF_TOKEN environment variable for Hugging Face Hub,"Code shows environment variable loading and error check, generally supporting secure reusable token handling.","ai,tool-chain,notebooks",2,AI Survival Kit
101484,108,TRUE,The snippet securely loads a Hugging Face access token into Colab environment variables.,Colab secrets panel and HF_TOKEN environment variable,"Code sets os.environ[""HF_TOKEN""] from Colab secrets and raises error if missing, ensuring secure loading.","ai,tool-chain,notebooks",2,AI Survival Kit
101485,123,half-true,Autoregressive models easily capture complex seasonal rhythms in airline passenger time series.,visualization with Matplotlib of denormalized predictions and ground truth,Mixes correct visualization claim with overstated ease and generality about capturing complex seasonal patterns.,"generative-ai,diffusion,gans",7,Generative AI
101486,123,FALSE,Autoregressive models cannot be used for practical forecasting problems.,autoregressive models and forecasting (Matplotlib visualization),Contradicts passage claim that autoregressive models are straightforward to deploy and effective for practical forecasting tasks.,"generative-ai,diffusion,gans",7,Generative AI
101487,123,barely-true,Autoregressive models easily capture airline passenger rhythms for practical forecasting tasks.,time series forecasting using autoregressive models and Matplotlib visualization,Overreach: passage shows plotting and intuition but offers no evidence models easily capture passenger rhythms.,"generative-ai,diffusion,gans",7,Generative AI
101488,123,FALSE,Red teams should run prompt-injection attacks directly on live production systems to ensure realism.,red-team testing of prompt-injection classifiers in sandbox,Passage advises never testing on live production and instructs using a secure sandbox instead.,"security,red-team,guardrails",8,Breaking-Securing AI
101489,123,pants-fire,"The Red Team should run attacks only in a secure sandbox, not in production.",sandbox test harness with RAG index and prompt-injection classifier,"Passage explicitly mandates using a secure sandbox and duplicate RAG index, forbidding production tests.","security,red-team,guardrails",8,Breaking-Securing AI
101490,123,mostly-true,Red teams should run adversarial tests in a secure sandbox separate from production systems.,sandbox test harness with RAG index and prompt-injection classifier,"Guidance endorses sandboxing and duplicate RAG/index and defense tools, omitting minor operational caveats.","security,red-team,guardrails",8,Breaking-Securing AI
101491,46,pants-fire,Clément Delangue secretly founded Hugging Face to monopolize all open-source AI datasets worldwide.,"origin story, emoji name, community adoption in open-source AI","Contradicts passage details: origin described as community-driven joke and resonance, not secret monopolization.","open-source,community,ai",0,Foreword – Robo Interviews Clément Delangue
101492,46,half-true,Delangue's emoji-based company name began as a joke but stuck because the community widely embraced it.,origin story; community adoption of emoji name (social media),"Passage reports emoji name originated jokingly and gained traction through strong social media and community resonance, but phrasing oversimplifies broader branding factors.","open-source,community,ai",0,Foreword – Robo Interviews Clément Delangue
101493,46,TRUE,Clément Delangue adopted an emoji name that stuck because the community strongly embraced it.,origin story; emoji name and community adoption,Directly supported by matched quotes noting the emoji name began as a joke and gained strong community uptake.,"open-source,community,ai",0,Foreword – Robo Interviews Clément Delangue
101494,167,mostly-true,Designing privacy protections should account for sample size and aggregation levels in sensitive datasets.,"data preparation for sensitive datasets (healthcare, banking) with privacy safeguards","Passage emphasizes sample size and aggregation considerations for privacy during data preparation, omitting specific techniques.","data-prep,feature-engineering,rag",3,Prepping Data for AI
101495,167,TRUE,Privacy protections should consider sample size and aggregation levels during data preparation.,"data preparation for sensitive datasets (healthcare, banking) mentioning aggregation",Passage explicitly advises attention to sample size and aggregation levels when designing privacy protections.,"data-prep,feature-engineering,rag",3,Prepping Data for AI
101496,167,TRUE,Data preparation for sensitive domains requires security measures like encryption and privacy-aware aggregation.,data preparation for banking and healthcare datasets,Passage emphasizes protecting sensitive datasets during AI lifecycle with encryption and attention to aggregation levels.,"data-prep,feature-engineering,rag",3,Prepping Data for AI
101497,189,pants-fire,Scikit-learn alone can train production-grade RAG retrieval models without any external components.,using Scikit-learn for algorithms and RAG,"Contradicts requirement that RAG needs retrieval systems, vector stores, and neural models beyond Scikit-learn.","data-prep,feature-engineering,rag",3,Prepping Data for AI
101498,189,barely-true,Scikit-learn alone can handle all data-prep and RAG-style retrieval needs for production AI.,using Scikit-learn for dataset preparation and RAG,Overreaches: passage only mentions Scikit-learn for algorithms; RAG and production data-prep needs aren't supported.,"data-prep,feature-engineering,rag",3,Prepping Data for AI
101499,189,pants-fire,Scikit-learn guarantees perfect predictions on all datasets without preprocessing.,using Scikit-learn library for algorithms and datasets,Directly contradicts passage implication that Scikit-learn is a tool for exploration; perfect predictions are implausible and unsupported.,"data-prep,feature-engineering,rag",3,Prepping Data for AI
101500,0,barely-true,Cleaning and securing data alone guarantees top AI model performance.,data cleaning and open-source tools for dataset preparation,"Overreaches: passage emphasizes cleaning and securing but omits model tuning, feature engineering, and validation.","data-prep,feature-engineering,rag",3,Prepping Data for AI
101501,0,TRUE,"Quality data preparation improves AI model performance by cleaning, transforming, and securing datasets.","data preparation for AI with duplicates, placeholders, and outliers","Directly supported: passage emphasizes cleaning, transforming, securing data and spotting duplicates/placeholders/outliers to power AI models.","data-prep,feature-engineering,rag",3,Prepping Data for AI
101502,0,pants-fire,All dataset placeholders and duplicates can be fully and automatically corrected without human oversight.,"data cleaning and dataset red flags (duplicates, placeholders)","Contradicts passage emphasis that cleaning, transforming, and spotting red flags require tools and attention; claims full automation without human oversight is implausible.","data-prep,feature-engineering,rag",3,Prepping Data for AI
101503,93,barely-true,"Combining Intelligence, Telepathy, and Teleportation into one feature always improves model predictions.",feature engineering for adaptability feature using powers,"Overreach: passage warns engineered feature can mask detail and create trade-offs, not always improve predictions.","data-prep,feature-engineering,rag",3,Prepping Data for AI
101504,93,barely-true,Combining multiple hero attributes into one engineered feature always improves model performance.,feature engineering for dataset attributes like Intelligence and Teleportation,"Overreach: passage warns combining fields can mask detail and create trade-offs, not guaranteed improvement.","data-prep,feature-engineering,rag",3,Prepping Data for AI
101505,93,mostly-true,Engineering combined adaptability features generally improves model nuance while hiding some detail.,"engineered feature combining Intelligence, Telepathy, Teleportation (feature engineering)",Supported by passage: combining powers aids nuanced model output but compressing fields can mask important details.,"data-prep,feature-engineering,rag",3,Prepping Data for AI
101506,62,half-true,RAG retrieval must be treated as part of the supply chain to avoid introducing false data.,RAG retrieval and index management,Accurately captures warning but overstates mandatory framing; passage advises cleanliness not absolute necessity.,"security,red-team,guardrails",8,Breaking-Securing AI
101507,62,TRUE,Retrieval-augmented generation (RAG) can provide answers with accurate citations when using clean indexes.,RAG retrieval index and supply chain data,Passage states RAG returns answers with accurate citations and warns to keep retrieval index clean.,"security,red-team,guardrails",8,Breaking-Securing AI
101508,62,mostly-true,Retrieval-augmented generation requires ensuring retrieved sources are accurate to avoid propagating false data.,RAG retrieval data as part of the supply chain,Matches passage guidance that RAG can include citations but warns to keep the index clean and avoid slipping false data into sources.,"security,red-team,guardrails",8,Breaking-Securing AI
101509,97,barely-true,Using Google Colab guarantees free unlimited model training for production AI workloads.,tool: Google Colab in AI survival kit,Passage lists Google Colab as a tool but does not claim free unlimited production-grade training; overreaches capabilities.,"ai,tool-chain,notebooks",2,AI Survival Kit
101510,97,TRUE,The survival kit includes Python and Google Colab for running models.,"tools and libraries: Python, Google Colab, Pandas, Scikit-learn",Kit explicitly lists Python and Google Colab alongside Pandas and Scikit-learn as core tools for running models.,"ai,tool-chain,notebooks",2,AI Survival Kit
101511,97,barely-true,The survival kit eliminates the need for GPUs when running models in production.,"tools: Google Colab, Python, core libraries like Pandas",Overreaches beyond passage: mentions GPUs and production needs not addressed; passage only lists notebooks and libraries.,"ai,tool-chain,notebooks",2,AI Survival Kit
101512,32,pants-fire,Clément Delangue fabricated all interview quotes and sources.,attribution of quotes and source verification,Directly contradicts stated verification: passage says quotes are verified with URLs and paragraph references.,"open-source,community,ai",0,Foreword – Robo Interviews Clément Delangue
101513,32,half-true,Clément Delangue's quoted responses are accurately verified but occasionally lack broader context.,"quote verification and source citations (Business Insider, LinkedIn, TIME)","Verification and citations are accurate, yet contextual review may omit broader interview nuance.","open-source,community,ai",0,Foreword – Robo Interviews Clément Delangue
101514,32,pants-fire,Clément Delangue secretly fabricated all quoted interview passages attributed to him.,"attribution and quoted sources (Business Insider, LinkedIn, TIME)",Claim directly contradicts stated verification that quotes were checked against original sources and cited with URLs.,"open-source,community,ai",0,Foreword – Robo Interviews Clément Delangue
101515,34,pants-fire,The passage claims that automated agents fabricated interview quotes from nonexistent sources.,interview agent quote identification and follow-up agents,"Contradicts passage: agents adapted real matching quotes and preserved sourcing, not inventing sources.","open-source,community,ai",0,Foreword – Robo Interviews Clément Delangue
101516,34,TRUE,Multiple specialized agents collaboratively edited interview quotes into polished markdown dialogues.,"interview agents, follow-up agents, polishing agent workflow","Passage describes agents identifying quotes, refining transitions, and polishing markdown output.","open-source,community,ai",0,Foreword – Robo Interviews Clément Delangue
101517,34,half-true,Multiple specialized agents edited quote-based answers and polished them into Robo's conversational markdown output.,interview agent workflow using quotes and polishing agents,"Accurately describes agent roles and polishing, but overstates that all edits preserved original sourcing and meaning exactly.","open-source,community,ai",0,Foreword – Robo Interviews Clément Delangue
101518,62,pants-fire,"Neural networks are simple linear calculators that never use tokens, parameters, or weights.",neural networks; tokens; parameters; weights,"Contradicts passage describing multilayer networks handling images, video, language and explicitly using tokens, parameters, and weights.","ai,tool-chain,notebooks",2,AI Survival Kit
101519,62,pants-fire,Neural networks are simple linear regressions that cannot handle images or language.,"neural networks, tokens, parameters",Contradicts passage claim that neural networks process high-dimensional data like images and language; mischaracterizes layers and nonlinearities.,"ai,tool-chain,notebooks",2,AI Survival Kit
101520,62,mostly-true,"Neural networks effectively process high-dimensional data like images, video, and natural language.","neural network concepts: tokens, parameters, weights",Passage explicitly states networks handle complex high-dimensional data; minor caveat about specific architectures omitted.,"ai,tool-chain,notebooks",2,AI Survival Kit
101521,76,half-true,Clustering always improves results when variance curves are balanced by parameter tuning.,clustering with variance curve tuning on dataset 'superheroes_info_powers2',Mixes correct idea of tuning variance curves and clustering benefits with overgeneralized claim that clustering always improves results.,"machine-learning,classification,evaluation",4,Classical Machine Learning
101522,76,pants-fire,Clustering can deterministically produce perfect labels for every dataset without error.,clustering method and dataset features,"Contradicts clustering nature and passage; clustering groups by similarity, not flawless labeling.","machine-learning,classification,evaluation",4,Classical Machine Learning
101523,76,TRUE,Clustering groups data into clusters based on feature similarities.,"clustering method for organizing data, features and variance curve",Directly supported: passage defines clustering as organizing data into groups based on feature similarities and variance analysis.,"machine-learning,classification,evaluation",4,Classical Machine Learning
101524,141,barely-true,Agentic AI can autonomously design and deploy complex systems without human oversight.,"agentic-ai, prompts, models, tasks, flows",Overreaches beyond passage: passage emphasizes designing agents alongside AI and human-guided workflows.,"agentic-ai,planning,tools",12,Agentic AI
101525,141,mostly-true,"Agentic AI combines prompts, models, and task flows to create practical, interactive systems.","agentic AI building blocks: prompts, models, tasks, flows","Broadly supported by discussion of prompts, models, tasks, and flows; minor implementation caveats omitted.","agentic-ai,planning,tools",12,Agentic AI
101526,141,TRUE,"Agentic AI design uses prompts, models, tasks, and flows to build functioning agent systems.","agent design using prompts, models, tasks, and flows","Directly supported by passage listing prompts, models, tasks, and flows as core building blocks.","agentic-ai,planning,tools",12,Agentic AI
101527,42,FALSE,AI-generated labels are always reliable for training without validation.,generative AI labeling for Species field,Contradicts passage warning that AI-generated labels are not always reliable and require validation.,"data-prep,feature-engineering,rag",3,Prepping Data for AI
101528,42,TRUE,Careful feature engineering can significantly improve model performance.,feature engineering and Dataset Evolver tool,Passage states researchers showed feature engineering boosts performance and cites Dataset Evolver evidence.,"data-prep,feature-engineering,rag",3,Prepping Data for AI
101529,42,barely-true,Generative AI reliably creates accurate labels without need for validation.,using Generative AI to fill dataset fields (Species) in data-prep,Overstates reliability: passage warns AI-generated labels are not always reliable and require validation.,"data-prep,feature-engineering,rag",3,Prepping Data for AI
101530,136,barely-true,Agentic AI fully replaces human customer support teams without any oversight.,agentic AI enabling customer support automation and escalation,Contradicts passage: agents reduce routine oversight and assist humans but do not eliminate human teams entirely.,"agentic-ai,planning,tools",12,Agentic AI
101531,136,FALSE,Agentic AI eliminates all need for human oversight in customer support workflows.,agentic AI in customer support systems,"Passage says agentic AI reduces routine oversight and escalates when needed, not removes human oversight entirely.","agentic-ai,planning,tools",12,Agentic AI
101532,136,half-true,Agentic AI fully eliminates the need for human oversight in customer support operations.,agentic AI enhancing customer support with escalation and account retrieval,"Passage says agentic AI reduces routine oversight and escalates when needed, not that it eliminates human oversight.","agentic-ai,planning,tools",12,Agentic AI
101533,6,mostly-true,"AI agents can adapt and make dynamic decisions, reducing the need for constant human reprogramming.",agentic AI and AI-driven automation for decision-making,Passage supports adaptability and dynamic decision-making but omits limits and failure modes.,"agentic-ai,planning,tools",12,Agentic AI
101534,59,TRUE,AI models fabricate factual details because they rely on pattern-matching rather than human reasoning.,model behavior and failure modes (pattern-matching),"Passage describes fabrication of citations, policies, and APIs and attributes cause to pattern-matching rather than reasoning.","security,red-team,guardrails",8,Breaking-Securing AI
101535,59,half-true,Models generate plausible but fabricated citations and API descriptions due to pattern-matching.,model behavior and hallucinations in red-team security testing,"Accurately notes fabrications and pattern-matching cause, but omits nuances about mitigation or specific model architectures.","security,red-team,guardrails",8,Breaking-Securing AI
101536,59,barely-true,The model primarily pattern-matches rather than performing human-like reasoning.,model behavior and hallucination in red-team security testing,"Passage states pattern-matching causes fabricated citations and APIs, but overgeneralizes cognitive processes.","security,red-team,guardrails",8,Breaking-Securing AI
101537,181,pants-fire,The synthesized health records are real patient data from North Carolyn clinic.,synthetic dataset and health records example,"Asserts fabricated records are real, directly contradicting passage statement that records are synthetic and privacy-preserving.","data-prep,feature-engineering,rag",3,Prepping Data for AI
